seed,action_prompt,model,interaction_pathway,treatment_value,treatment_condition,treatment_tar_member,reference_value,reference_condition,reference_tar_member,signed_effect,stratum_id,claim_id,official_parent,design_variable,design_level,persona_richness
7004,deliberate,qwen3.5-4b,closed,0.9155495729591774,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7004/run/action_events.jsonl.gz,0.761233854889764,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-4b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-4b/seed_7004/run/action_events.jsonl.gz,0.15431571806941335,action_prompt=deliberate|model=qwen3.5-4b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7005,deliberate,qwen3.5-4b,closed,0.914402561438304,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7005/run/action_events.jsonl.gz,0.7535694528118295,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-4b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-4b/seed_7005/run/action_events.jsonl.gz,0.16083310862647449,action_prompt=deliberate|model=qwen3.5-4b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7006,deliberate,qwen3.5-4b,closed,0.9241157742896831,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7006/run/action_events.jsonl.gz,0.8090495629023302,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-4b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-4b/seed_7006/run/action_events.jsonl.gz,0.11506621138735285,action_prompt=deliberate|model=qwen3.5-4b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7007,deliberate,qwen3.5-4b,closed,0.9223580604900306,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7007/run/action_events.jsonl.gz,0.745889506599152,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-4b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-4b/seed_7007/run/action_events.jsonl.gz,0.17646855389087857,action_prompt=deliberate|model=qwen3.5-4b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7008,deliberate,qwen3.5-4b,closed,0.9227182389930062,persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-qwen3.5-4b/seed_7008/run/action_events.jsonl.gz,0.7405926783709943,persona_richness-generic__action_prompt-deliberate__model-qwen3.5-4b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-qwen3.5-4b/seed_7008/run/action_events.jsonl.gz,0.1821255606220119,action_prompt=deliberate|model=qwen3.5-4b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7001,deliberate,gemma-4-31b,closed,0.9132400781072916,persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7001/run/action_events.jsonl.gz,0.9001690136037853,persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b/seed_7001/run/action_events.jsonl.gz,0.013071064503506258,action_prompt=deliberate|model=gemma-4-31b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7002,deliberate,gemma-4-31b,closed,0.9145755435761436,persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7002/run/action_events.jsonl.gz,0.8913036467432648,persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b/seed_7002/run/action_events.jsonl.gz,0.02327189683287878,action_prompt=deliberate|model=gemma-4-31b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7003,deliberate,gemma-4-31b,closed,0.9101995669133849,persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7003/run/action_events.jsonl.gz,0.8914791922518447,persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b/seed_7003/run/action_events.jsonl.gz,0.018720374661540196,action_prompt=deliberate|model=gemma-4-31b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7004,deliberate,gemma-4-31b,closed,0.9170841728773822,persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7004/run/action_events.jsonl.gz,0.9007028309844152,persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b/seed_7004/run/action_events.jsonl.gz,0.016381341892967027,action_prompt=deliberate|model=gemma-4-31b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7005,deliberate,gemma-4-31b,closed,0.9103704659179553,persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7005/run/action_events.jsonl.gz,0.9029510302156243,persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b/seed_7005/run/action_events.jsonl.gz,0.007419435702331056,action_prompt=deliberate|model=gemma-4-31b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7006,deliberate,gemma-4-31b,closed,0.9108210393101164,persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7006/run/action_events.jsonl.gz,0.9018901377345672,persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b/seed_7006/run/action_events.jsonl.gz,0.00893090157554921,action_prompt=deliberate|model=gemma-4-31b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7007,deliberate,gemma-4-31b,closed,0.9170282538318016,persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7007/run/action_events.jsonl.gz,0.904039811064282,persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b/seed_7007/run/action_events.jsonl.gz,0.012988442767519648,action_prompt=deliberate|model=gemma-4-31b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7008,deliberate,gemma-4-31b,closed,0.9145273800091397,persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-deliberate__model-gemma-4-31b/seed_7008/run/action_events.jsonl.gz,0.9004229812497158,persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-deliberate__model-gemma-4-31b/seed_7008/run/action_events.jsonl.gz,0.01410439875942393,action_prompt=deliberate|model=gemma-4-31b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7001,reactive,qwen3.5-27b-fp8,closed,0.9116365874028001,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7001/run/action_events.jsonl.gz,0.9141743271285913,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7001/run/action_events.jsonl.gz,-0.0025377397257911882,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7002,reactive,qwen3.5-27b-fp8,closed,0.9134896544805009,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7002/run/action_events.jsonl.gz,0.9041999520323183,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7002/run/action_events.jsonl.gz,0.009289702448182613,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7003,reactive,qwen3.5-27b-fp8,closed,0.9064807107503905,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7003/run/action_events.jsonl.gz,0.9049890946822218,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7003/run/action_events.jsonl.gz,0.0014916160681687218,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7004,reactive,qwen3.5-27b-fp8,closed,0.9100632554254713,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7004/run/action_events.jsonl.gz,0.9062257678596652,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7004/run/action_events.jsonl.gz,0.0038374875658060414,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7005,reactive,qwen3.5-27b-fp8,closed,0.9104411769953697,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7005/run/action_events.jsonl.gz,0.9068401124423775,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7005/run/action_events.jsonl.gz,0.0036010645529922503,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7006,reactive,qwen3.5-27b-fp8,closed,0.9138707557608886,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7006/run/action_events.jsonl.gz,0.8940695810879652,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7006/run/action_events.jsonl.gz,0.019801174672923416,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7007,reactive,qwen3.5-27b-fp8,closed,0.9139276835660782,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7007/run/action_events.jsonl.gz,0.907005470687267,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7007/run/action_events.jsonl.gz,0.006922212878811229,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7008,reactive,qwen3.5-27b-fp8,closed,0.9102478485848123,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7008/run/action_events.jsonl.gz,0.9037503043412367,persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-27b-fp8/seed_7008/run/action_events.jsonl.gz,0.006497544243575626,action_prompt=reactive|model=qwen3.5-27b-fp8|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7001,reactive,qwen3.5-9b,closed,0.9033315714487333,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7001/run/action_events.jsonl.gz,0.8028415009835669,persona_richness-generic__action_prompt-reactive__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-9b/seed_7001/run/action_events.jsonl.gz,0.10049007046516645,action_prompt=reactive|model=qwen3.5-9b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7002,reactive,qwen3.5-9b,closed,0.9105469222357361,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7002/run/action_events.jsonl.gz,0.8083203569071665,persona_richness-generic__action_prompt-reactive__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-9b/seed_7002/run/action_events.jsonl.gz,0.10222656532856955,action_prompt=reactive|model=qwen3.5-9b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7003,reactive,qwen3.5-9b,closed,0.9091742700547415,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7003/run/action_events.jsonl.gz,0.8621030628253425,persona_richness-generic__action_prompt-reactive__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-9b/seed_7003/run/action_events.jsonl.gz,0.04707120722939895,action_prompt=reactive|model=qwen3.5-9b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
7004,reactive,qwen3.5-9b,closed,0.9077777753355952,persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-demographic__action_prompt-reactive__model-qwen3.5-9b/seed_7004/run/action_events.jsonl.gz,0.8087014348251943,persona_richness-generic__action_prompt-reactive__model-qwen3.5-9b,persona_expression/sweeps/runs/persona_richness-generic__action_prompt-reactive__model-qwen3.5-9b/seed_7004/run/action_events.jsonl.gz,0.09907634051040093,action_prompt=reactive|model=qwen3.5-9b|interaction_pathway=closed,E1a,h1_persona_bottleneck,default_signal_rows,default,
