claim_id,official_parent,design_variable,design_level,level_point_estimate,level_pooled_run_mean,level_median_stratum,level_sign_consistency,level_n_strata,level_n_seed_effects,level_seeds,level_hier_ci_low,level_hier_ci_high,level_seed_ci_low,level_seed_ci_high,level_ci_low,level_ci_high,matched_default_point_estimate,matched_default_pooled_run_mean,matched_default_median_stratum,matched_default_sign_consistency,matched_default_n_strata,matched_default_n_seed_effects,matched_default_seeds,matched_default_hier_ci_low,matched_default_hier_ci_high,matched_default_seed_ci_low,matched_default_seed_ci_high,matched_default_ci_low,matched_default_ci_high,global_default_point_estimate,matched_subset_selection_shift,incremental_design_shift,strict_reversal,support_boundary_crossing,level_supports_claim,matched_default_supports_claim,level_verdict
P1b,h1_instruction_framing,persona_format,tabular,0.66,0.6600000000000001,0.9800000000000001,0.6666666666666666,12,60,8001;8002;8003;8004;8005,0.41,0.9091666666666667,0.6566666666666667,0.6625,0.41,0.9091666666666667,0.9166666666666666,0.9166666666666666,1.0,0.9166666666666666,12,60,8001;8002;8003;8004;8005,0.75,1.0,0.9166666666666666,0.9166666666666666,0.75,1.0,0.25194444444444447,0.6647222222222222,-0.2566666666666666,False,False,True,True,stable_support
P1b,h1_instruction_framing,prompt_wording,paraphrase-a,1.0,1.0,1.0,1.0,9,45,8001;8002;8003;8004;8005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,45,8001;8002;8003;8004;8005,1.0,1.0,1.0,1.0,1.0,1.0,0.25194444444444447,0.7480555555555555,0.0,False,False,True,True,stable_support
P1b,h1_instruction_framing,prompt_wording,paraphrase-b,1.0,1.0,1.0,1.0,9,45,8001;8002;8003;8004;8005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,45,8001;8002;8003;8004;8005,1.0,1.0,1.0,1.0,1.0,1.0,0.25194444444444447,0.7480555555555555,0.0,False,False,True,True,stable_support
P1b,h1_instruction_framing,prompt_wording,defect-first,1.0,1.0,1.0,1.0,9,45,8001;8002;8003;8004;8005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,45,8001;8002;8003;8004;8005,1.0,1.0,1.0,1.0,1.0,1.0,0.25194444444444447,0.7480555555555555,0.0,False,False,True,True,stable_support
P1b,h1_instruction_framing,choice_labels,green-blue,0.5666666666666667,0.5666666666666667,1.0,0.7777777777777778,9,45,8001;8002;8003;8004;8005,0.23888888888888893,0.8944444444444445,0.5666666666666667,0.5666666666666667,0.23888888888888893,0.8944444444444445,1.0,1.0,1.0,1.0,9,45,8001;8002;8003;8004;8005,1.0,1.0,1.0,1.0,1.0,1.0,0.25194444444444447,0.7480555555555555,-0.43333333333333335,False,False,True,True,stable_support
P1b,h1_instruction_framing,choice_labels,action-ab,0.7888888888888889,0.7888888888888889,1.0,1.0,9,45,8001;8002;8003;8004;8005,0.4722222222222222,1.0,0.7888888888888889,0.7888888888888889,0.4722222222222222,1.0,1.0,1.0,1.0,1.0,9,45,8001;8002;8003;8004;8005,1.0,1.0,1.0,1.0,1.0,1.0,0.25194444444444447,0.7480555555555555,-0.21111111111111114,False,False,True,True,stable_support
P1b,h1_instruction_framing,history_format,table,0.9988888888888889,0.9988888888888889,1.0,1.0,9,45,8001;8002;8003;8004;8005,0.9955555555555556,1.0,0.9966666666666667,1.0,0.9955555555555556,1.0,1.0,1.0,1.0,1.0,9,45,8001;8002;8003;8004;8005,1.0,1.0,1.0,1.0,1.0,1.0,0.25194444444444447,0.7480555555555555,-0.0011111111111110628,False,False,True,True,stable_support
P1b,h1_instruction_framing,history_format,summary_counts,1.0,1.0,1.0,1.0,9,45,8001;8002;8003;8004;8005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,45,8001;8002;8003;8004;8005,1.0,1.0,1.0,1.0,1.0,1.0,0.25194444444444447,0.7480555555555555,0.0,False,False,True,True,stable_support
P2a,h2_payoff_stakes,persona_format,descriptive,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,9,45,8001;8002;8003;8004;8005,0.0,0.3333333333333333,0.11111111111111112,0.11111111111111112,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.07923611111111112,-0.07923611111111112,0.1111111111111111,False,True,True,False,support_boundary_crossing
P2a,h2_payoff_stakes,persona_format,tabular,0.0,0.0,0.0,0.1111111111111111,9,45,8001;8002;8003;8004;8005,-0.007777777777777778,0.006666666666666668,0.0,0.0,-0.007777777777777778,0.006666666666666668,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.07923611111111112,-0.07923611111111112,0.0,False,False,False,False,uncertain
P2a,h2_payoff_stakes,prompt_wording,paraphrase-a,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.07923611111111112,-0.07923611111111112,0.0,False,False,False,False,uncertain
P2a,h2_payoff_stakes,prompt_wording,paraphrase-b,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.07923611111111112,-0.07923611111111112,0.0,False,False,False,False,uncertain
P2a,h2_payoff_stakes,prompt_wording,defect-first,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.07923611111111112,-0.07923611111111112,0.0,False,False,False,False,uncertain
P2a,h2_payoff_stakes,choice_labels,green-blue,-0.011111111111111112,-0.011111111111111112,0.0,0.0,9,45,8001;8002;8003;8004;8005,-0.027777777777777776,0.0,-0.011111111111111112,-0.011111111111111112,-0.027777777777777776,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.07923611111111112,-0.07923611111111112,-0.011111111111111112,False,False,False,False,uncertain
P2a,h2_payoff_stakes,choice_labels,action-ab,0.2111111111111111,0.2111111111111111,0.0,0.2222222222222222,9,45,8001;8002;8003;8004;8005,0.0,0.5277777777777778,0.2111111111111111,0.2111111111111111,0.0,0.5277777777777778,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.07923611111111112,-0.07923611111111112,0.2111111111111111,False,True,True,False,support_boundary_crossing
P2a,h2_payoff_stakes,history_format,table,0.0011111111111111111,0.0011111111111111111,0.0,0.1111111111111111,9,45,8001;8002;8003;8004;8005,0.0,0.004444444444444445,0.0,0.003333333333333333,0.0,0.004444444444444445,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.07923611111111112,-0.07923611111111112,0.0011111111111111111,False,True,True,False,support_boundary_crossing
P2a,h2_payoff_stakes,history_format,summary_counts,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.07923611111111112,-0.07923611111111112,0.0,False,False,False,False,uncertain
P2b,h2_payoff_stakes,persona_format,descriptive,-0.1111111111111111,-0.1111111111111111,0.0,0.0,9,45,8001;8002;8003;8004;8005,-0.3333333333333333,0.0,-0.11111111111111112,-0.11111111111111112,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,-0.05715277777777778,0.05715277777777778,-0.1111111111111111,False,False,False,False,uncertain
P2b,h2_payoff_stakes,persona_format,tabular,0.0022222222222222222,0.0022222222222222222,0.0,0.1111111111111111,9,45,8001;8002;8003;8004;8005,-0.006666666666666668,0.013333333333333336,-0.0022222222222222222,0.005555555555555556,-0.006666666666666668,0.013333333333333336,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,-0.05715277777777778,0.05715277777777778,0.0022222222222222222,False,True,True,False,support_boundary_crossing
P2b,h2_payoff_stakes,prompt_wording,paraphrase-a,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,-0.05715277777777778,0.05715277777777778,0.0,False,False,False,False,uncertain
P2b,h2_payoff_stakes,prompt_wording,paraphrase-b,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,-0.05715277777777778,0.05715277777777778,0.0,False,False,False,False,uncertain
P2b,h2_payoff_stakes,prompt_wording,defect-first,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,-0.05715277777777778,0.05715277777777778,0.0,False,False,False,False,uncertain
P2b,h2_payoff_stakes,choice_labels,green-blue,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,9,45,8001;8002;8003;8004;8005,0.0,0.5555555555555556,0.22222222222222224,0.22222222222222224,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,-0.05715277777777778,0.05715277777777778,0.2222222222222222,False,True,True,False,support_boundary_crossing
P2b,h2_payoff_stakes,choice_labels,action-ab,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,-0.05715277777777778,0.05715277777777778,0.0,False,False,False,False,uncertain
P2b,h2_payoff_stakes,history_format,table,-0.0011111111111111111,-0.0011111111111111111,0.0,0.0,9,45,8001;8002;8003;8004;8005,-0.004444444444444445,0.0,-0.003333333333333333,0.0,-0.004444444444444445,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,-0.05715277777777778,0.05715277777777778,-0.0011111111111111111,False,False,False,False,uncertain
P2b,h2_payoff_stakes,history_format,summary_counts,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,-0.05715277777777778,0.05715277777777778,0.0,False,False,False,False,uncertain
P3,h3_fictional_frame,persona_format,descriptive,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,9,45,8001;8002;8003;8004;8005,0.0,0.3333333333333333,0.11111111111111112,0.11111111111111112,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04631944444444444,-0.04631944444444444,0.1111111111111111,False,True,True,False,support_boundary_crossing
P3,h3_fictional_frame,persona_format,tabular,0.32666666666666666,0.3266666666666666,0.0,0.3333333333333333,9,45,8001;8002;8003;8004;8005,0.10555555555555556,0.6533333333333333,0.3244444444444444,0.3277777777777778,0.10555555555555556,0.6533333333333333,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04631944444444444,-0.04631944444444444,0.32666666666666666,False,True,True,False,support_boundary_crossing
P3,h3_fictional_frame,prompt_wording,paraphrase-a,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04631944444444444,-0.04631944444444444,0.0,False,False,False,False,uncertain
P3,h3_fictional_frame,prompt_wording,paraphrase-b,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04631944444444444,-0.04631944444444444,0.0,False,False,False,False,uncertain
P3,h3_fictional_frame,prompt_wording,defect-first,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04631944444444444,-0.04631944444444444,0.0,False,False,False,False,uncertain
P3,h3_fictional_frame,choice_labels,green-blue,0.21666666666666667,0.21666666666666667,0.0,0.2222222222222222,9,45,8001;8002;8003;8004;8005,0.0,0.5388888888888889,0.2166666666666667,0.2166666666666667,0.0,0.5388888888888889,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04631944444444444,-0.04631944444444444,0.21666666666666667,False,True,True,False,support_boundary_crossing
P3,h3_fictional_frame,choice_labels,action-ab,0.10555555555555556,0.10555555555555556,0.0,0.1111111111111111,9,45,8001;8002;8003;8004;8005,0.0,0.31666666666666665,0.10555555555555556,0.10555555555555556,0.0,0.31666666666666665,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04631944444444444,-0.04631944444444444,0.10555555555555556,False,True,True,False,support_boundary_crossing
P3,h3_fictional_frame,history_format,table,0.0011111111111111111,0.0011111111111111111,0.0,0.1111111111111111,9,45,8001;8002;8003;8004;8005,0.0,0.004444444444444445,0.0,0.003333333333333333,0.0,0.004444444444444445,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04631944444444444,-0.04631944444444444,0.0011111111111111111,False,True,True,False,support_boundary_crossing
P3,h3_fictional_frame,history_format,summary_counts,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,45,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04631944444444444,-0.04631944444444444,0.0,False,False,False,False,uncertain
P5,h5_endgame_defection,persona_format,descriptive,0.0,0.0,0.0,0.0,36,180,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,180,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04282407407407408,-0.04282407407407408,0.0,False,False,False,False,uncertain
P5,h5_endgame_defection,persona_format,tabular,0.007407407407407408,0.007407407407407407,0.0,0.08333333333333333,36,180,8001;8002;8003;8004;8005,0.0,0.017615740740740828,0.004629629629629629,0.01111111111111111,0.0,0.017615740740740828,0.0,0.0,0.0,0.0,36,180,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04282407407407408,-0.04282407407407408,0.007407407407407408,False,True,True,False,support_boundary_crossing
P5,h5_endgame_defection,prompt_wording,paraphrase-a,0.0,0.0,0.0,0.0,27,135,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,135,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04282407407407408,-0.04282407407407408,0.0,False,False,False,False,uncertain
P5,h5_endgame_defection,prompt_wording,paraphrase-b,0.0,0.0,0.0,0.0,27,135,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,135,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04282407407407408,-0.04282407407407408,0.0,False,False,False,False,uncertain
P5,h5_endgame_defection,prompt_wording,defect-first,0.0,0.0,0.0,0.0,27,135,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,135,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04282407407407408,-0.04282407407407408,0.0,False,False,False,False,uncertain
P5,h5_endgame_defection,choice_labels,green-blue,0.0012345679012345679,0.0012345679012345679,0.0,0.037037037037037035,27,135,8001;8002;8003;8004;8005,0.0,0.0049382716049382715,0.0,0.0037037037037037034,0.0,0.0049382716049382715,0.0,0.0,0.0,0.0,27,135,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04282407407407408,-0.04282407407407408,0.0012345679012345679,False,True,True,False,support_boundary_crossing
P5,h5_endgame_defection,choice_labels,action-ab,0.009876543209876543,0.009876543209876543,0.0,0.07407407407407407,27,135,8001;8002;8003;8004;8005,0.0,0.025925925925925925,0.007407407407407407,0.012345679012345678,0.0,0.025925925925925925,0.0,0.0,0.0,0.0,27,135,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04282407407407408,-0.04282407407407408,0.009876543209876543,False,True,True,False,support_boundary_crossing
P5,h5_endgame_defection,history_format,table,0.0012345679012345679,0.0012345679012345679,0.0,0.037037037037037035,27,135,8001;8002;8003;8004;8005,0.0,0.0049382716049382715,0.0,0.0037037037037037034,0.0,0.0049382716049382715,0.0,0.0,0.0,0.0,27,135,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04282407407407408,-0.04282407407407408,0.0012345679012345679,False,True,True,False,support_boundary_crossing
P5,h5_endgame_defection,history_format,summary_counts,0.0,0.0,0.0,0.0,27,135,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,135,8001;8002;8003;8004;8005,0.0,0.0,0.0,0.0,0.0,0.0,0.04282407407407408,-0.04282407407407408,0.0,False,False,False,False,uncertain
